3.7886,3.2572,4.1432,3.148,2.05,1.2651,1.7951,2.1379,2.1846,1.4481,1.3105,2.4223,1.7668,1.6153,5,0,0,4.81506,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2195,3.6835,3.6704,1.3704,1.5421,1.6549,1.9111,1.2841,2.2129,1.6125,1.1169,1.9628,2.192,1.9208,5,0,0,4.23017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2154,4.391,3.2538,2.8892,2.1503,1.9692,1.6575,1.1589,1.7003,1.4544,1.7607,2.2744,1.2706,2.4163,5,0,0,1.93335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3388,4.9631,3.9544,4.718,2.1135,1.4818,1.2721,2.2783,1.6918,1.215,2.4224,1.5122,1.2289,1.0047,5,0,0,4.88174,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5645,4.4234,4.4833,4.1528,2.3304,1.3925,2.2507,2.0246,2.4611,1.7171,1.9832,1.1393,1.388,1.9982,5,0,0,3.65062,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5714,3.3364,4.9684,3.7468,1.2038,1.9817,1.8159,2.4466,1.9948,1.758,1.3098,2.1845,1.5571,2.4396,5,0,0,4.63683,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1823,3.7776,4.1769,1.1804,2.2373,2.1525,2.299,1.5831,1.1097,1.9947,1.3918,2.4564,1.0089,2.3194,5,0,0,1.89749,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7931,3.1465,4.7732,1.5446,2.1352,1.7247,2.4729,2.326,1.2794,1.2152,1.7684,2.0309,2.2161,1.7751,5,0,0,0.666829,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9047,3.9858,4.6177,4.9961,1.2341,2.1276,1.5131,1.9143,2.0206,1.5728,1.6511,1.9163,1.2559,1.6755,5,0,0,1.57826,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5441,4.9449,3.1965,4.2589,2.0436,1.2803,2.3516,1.3906,2.4727,1.0057,1.189,1.6823,1.1514,1.9108,5,0,0,3.06116,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6941,4.0288,4.2584,2.5083,1.5747,1.2471,1.7828,2.065,2.1551,1.0125,1.9947,1.3201,1.9727,2.0461,5,0,0,0.831019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0908,4.5586,3.8788,1.3126,1.5441,1.0348,1.8476,2.0387,1.8745,2.4968,1.4197,2.4969,1.3338,2.0488,5,0,0,3.75484,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1398,3.0854,4.7245,2.9988,1.0158,2.4663,1.8153,1.9462,2.4324,2.3484,2.1923,2.4882,1.0576,1.9074,5,0,0,0.118564,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5056,3.0996,3.4971,2.5689,1.6546,1.2333,1.5816,2.0915,1.7229,2.1204,1.4771,1.2357,1.7946,1.9013,5,0,0,1.61458,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3838,3.0037,4.6479,3.6157,1.0718,1.8157,2.0478,2.4072,2.0709,1.8773,2.2455,1.9876,1.8449,2.4012,5,0,0,4.88403,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8293,3.7276,4.7256,1.0618,1.8057,1.7604,2.119,1.4454,1.2991,1.3699,1.1199,1.6578,2.4035,2.1685,5,0,0,0.747398,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0352,4.8089,3.3955,3.5019,2.3632,2.1674,1.4136,1.2512,2.1023,1.9297,2.1381,2.1924,1.4861,1.5007,5,0,0,1.81326,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3782,3.9794,4.498,3.926,1.5171,1.4255,2.1756,1.2688,1.4011,2.1922,1.7342,1.1744,2.4683,1.0534,5,0,0,3.13349,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6354,4.5575,4.7559,2.1797,1.2636,2.1068,1.2876,2.2101,1.5111,1.2618,1.2209,2.442,1.5374,1.0646,5,0,0,1.66234,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2576,3.4769,4.1325,4.1445,1.5659,1.7698,1.2613,1.8826,2.2635,1.0409,2.2364,1.4532,2.4837,2.3273,5,0,0,2.97952,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2363,4.8525,3.6435,3.8194,1.2976,2.0517,1.1915,2.1418,1.7042,2.4611,2.0581,2.3145,1.7023,1.4194,5,0,0,2.6986,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1458,3.8275,4.8829,3.7431,1.2267,1.6581,1.4658,1.7167,1.2516,1.6067,1.9456,1.1144,1.1075,1.713,5,0,0,1.8836,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6547,3.3309,3.8869,3.0147,2.4924,1.5098,1.5857,1.9675,1.2619,2.0046,1.8139,1.7794,1.4356,2.3595,5,0,0,3.74203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4092,4.5268,3.4781,1.0542,2.4112,1.1729,2.3385,1.9814,1.908,2.4895,2.1289,1.4068,1.1928,1.6018,5,0,0,4.10306,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9643,4.4363,4.1601,1.6915,1.637,1.1132,1.3257,2.1138,1.1745,1.3621,1.5072,1.7462,1.8609,1.7089,5,0,0,0.180059,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6121,3.6789,3.2117,4.6764,2.2852,1.0761,1.5665,1.4465,1.6801,2.3288,1.6724,1.0071,1.9539,1.368,5,0,0,3.06314,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7893,3.7891,4.1219,4.7751,1.1516,1.3229,2.1126,2.4748,1.0174,1.7831,1.2125,1.7737,1.2044,1.3315,5,0,0,0.785546,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4845,3.3454,3.1462,2.754,1.6909,1.3535,1.4039,2.4659,1.4062,1.1579,1.0817,1.8316,1.5936,1.2982,5,0,0,1.86041,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9607,3.4677,3.8238,4.2383,1.0207,2.4427,1.5141,2.161,1.7682,1.6587,1.0356,1.4563,1.6984,1.2325,5,0,0,3.33857,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4078,4.3359,4.9911,2.2024,1.9541,1.6075,2.055,2.1416,2.3884,1.4975,1.2645,2.0005,2.4717,1.9007,5,0,0,0.00915555,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0987,3.5109,4.4512,3.1592,1.4926,2.3326,1.8854,1.0495,1.7173,1.1003,1.4409,2.253,1.6579,2.1421,5,0,0,3.54549,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4842,4.2513,4.2211,2.5037,2.4019,2.3152,1.464,1.7644,1.1308,1.4533,2.2979,2.3476,1.1403,2.1099,5,0,0,4.20286,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6833,3.9565,3.4577,1.4114,1.4983,2.4643,1.7673,1.4019,1.1784,1.1245,1.7608,1.2737,1.1831,1.7199,5,0,0,0.197455,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2492,3.5954,4.9941,2.697,1.1711,2.2151,2.2165,2.4252,1.5711,1.3351,2.1356,1.1129,1.8266,2.1523,5,0,0,0.517594,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1753,4.7275,4.1576,2.6115,2.4941,2.2067,1.5904,1.0648,2.4476,2.0838,2.4626,2.2897,1.1907,1.7733,5,0,0,0.530869,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.092,3.7639,3.4327,2.1894,1.1355,1.34,1.5031,1.9338,2.3825,1.0616,1.9552,1.7119,1.1888,1.0887,5,0,0,2.41111,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7513,3.6779,4.8372,3.9493,1.1793,2.4845,2.2621,2.0193,1.2182,2.2371,1.0027,2.4832,1.7282,1.1285,5,0,0,3.98755,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4454,3.7254,4.8314,2.0128,1.0279,1.9612,2.3504,1.4403,1.6762,2.3671,1.6013,2.2195,2.4263,2.2996,5,0,0,1.17954,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2139,4.1119,3.4487,4.5266,1.7935,1.6991,1.4673,1.7948,2.4027,1.0965,1.8465,1.2018,1.7724,2.0453,5,0,0,0.623951,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8071,3.2061,3.3521,3.1503,2.0881,1.9587,1.0714,2.3953,2.1806,2.0751,2.326,1.9612,2.0687,1.9277,5,0,0,1.3744,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6406,4.0874,4.9481,1.8282,1.446,2.053,2.2572,2.0123,1.0642,2.4448,1.9804,1.2335,1.9673,1.8175,5,0,0,2.93329,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6563,3.1912,3.7708,4.558,1.3119,1.3846,1.1392,2.2425,2.2267,2.4559,1.78,1.3509,1.5246,2.0448,5,0,0,1.14093,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3327,4.8178,3.3402,3.9514,1.6808,1.6677,1.2574,1.5734,1.9119,2.161,2.4959,2.3679,2.0036,1.9467,5,0,0,2.42347,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.327,3.555,3.8368,1.5073,1.6325,1.734,2.4357,2.4834,2.1169,2.4315,1.4586,1.8668,1.7177,1.0573,5,0,0,4.68459,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6289,4.484,3.4939,3.2169,1.2294,1.1369,1.072,1.2606,1.5635,2.2472,1.5725,1.2584,1.5921,2.0341,5,0,0,0.598926,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9007,4.6323,4.8082,2.8733,1.109,2.1898,1.0807,1.5045,2.2058,1.6462,1.0545,1.8048,1.3867,1.6171,5,0,0,4.19431,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.143,4.7685,4.7883,2.7891,2.156,1.4042,2.2122,2.2642,1.0265,1.6955,1.439,1.8537,1.2358,1.7768,5,0,0,3.59813,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
